1,"提示"
2,"确认花费258888金币购买"
3,"确定"
4,"取消"
5,"MetaWorld"
6,"今日奖励（星期一）"
7,"直接领取"
8,"已在线 29/30(分钟)"
9,"在线30分钟免费领取"
10,"皮肤"
11,"1/7"
12,"广告奖励"
13,"看广告可以使用这个厉害的武器哟~"
14,"免费获取"
15,"999999"
16,"9"
17,"GM"
18,"Button"
19,"激光烈火枪"
20,"30/无限"
21,"0S"
22,"潜伏者"
23,"9999"
24,"保卫者"
25,"潜伏着：第一名"
26,"生命"
27,"1600"
28,"九连杀！超越神啦！"
29,"无敌时间"
30,"复活倒计时"
31,"3"
32,"复活后2秒内无敌"
33,"设置"
34,"开火灵敏度"
35,"低"
36,"中"
37,"高"
38,"控制灵敏度"
39,"背景音乐大小"
40,"音效大小"
41,"重置位置"
42,"你是谁你是谁你是"
43," 击败 "
44,"排名"
45,"昵称"
46,"击杀"
47,"死亡"
48,"全服前100名"
49,"总击杀"
50,"总死亡"
51,"战绩排行榜"
52,"全服排行榜"
53,"10"
54,"帅哥你谁啊帅哥你谁啊"
55,"100"
56,"M4A1-激光枪"
57,"永久"
58,"获得"
59,"伤害：30"
60,"9999999"
61,"使用"
62,"武器"
63,"拖尾"
64,"登陆游戏 (1/1)"
65,"500"
66,"50000"
67,"领取奖励"
68,"未完成"
69,"每日任务"
70,"剩余: 15小时"
71,"任务已全部完成，等待刷新..."
72,"每周任务"
73,"你是谁你是你是谁你是你是谁"
74,"加入潜伏者"
75,"加入保卫者"
76,"defaultName"
77,"M4A1卡宾枪"
78,"幽灵激光枪"
79,"激光巴雷特"
80,"激光冰雷枪"
81,"彩弹枪"
82,"鸡枪"
83,"烟花枪"
84,"AK47自动步枪"
85,"QBZ95式突击步枪"
86,"SCAR突击步枪"
87,"突击步枪"
88,"MP5冲锋枪"
89,"MP7冲锋枪"
90,"P90冲锋枪"
91,"M249机枪"
92,"购买"
93,"激光幽灵枪"
94,"兜帽男"
95,"双马尾女"
96,"男战士"
97,"机甲少女"
98,"男骑士"
99,"纳米机甲女性"
100,"赛博少年"
101,"赛博少女"
102,"一定锅少年"
103,"求神少年"
104,"一定锅少女"
105,"求神少女"
106,"宝石铠甲男"
107,"铠甲男战士"
108,"黑人男纳米机甲"
109,"白人男纳米机甲"
110,"白银骑士"
111,"鹰眼"
112,"洛基"
113,"毒液"
114,"蚁人"
115,"美国队长"
116,"超人"
117,"奇异博士"
118,"闪电侠"
119,"恶灵骑士"
120,"钢铁大侠"
121,"风衣女"
122,"汉服少女"
123,"时尚少女"
124,"潮流少女"
125,"古代书生"
126,"每日登录游戏（{0}/{1}）"
127,"每日在线时长5分钟（{0}/{1}）"
128,"每日在线时长10分钟（{0}/{1}）"
129,"每日在线时长15分钟（{0}/{1}）"
130,"每日在线时长20分钟（{0}/{1}）"
131,"每日在线时长25分钟（{0}/{1}）"
132,"每日在线时长30分钟（{0}/{1}）"
133,"每日在线时长40分钟（{0}/{1}）"
134,"每日在线时长50分钟（{0}/{1}）"
135,"每日在线时长60分钟（{0}/{1}）"
136,"每日击败1个玩家（{0}/{1}）"
137,"每日击败5个玩家（{0}/{1}）"
138,"每日击败10个玩家（{0}/{1}）"
139,"每日击败20个玩家（{0}/{1}）"
140,"每日击败30个玩家（{0}/{1}）"
141,"每日击败50个玩家（{0}/{1}）"
142,"每日击败100个玩家（{0}/{1}）"
143,"每日击败200个玩家（{0}/{1}）"
144,"每日击败300个玩家（{0}/{1}）"
145,"每周登录1天（{0}/{1}）"
146,"每周登录2天（{0}/{1}）"
147,"每周登录3天（{0}/{1}）"
148,"每周登录4天（{0}/{1}）"
149,"每周登录5天（{0}/{1}）"
150,"每周登录6天（{0}/{1}）"
151,"每周登录7天（{0}/{1}）"
152,"烟雾拖尾"
153,"粒子拖尾"
154,"光束拖尾"
155,"水拖尾"
156,"火焰拖尾"
157,"雷拖尾"
